window_id,interim_path,start_sample,end_sample,label,label_name,dataset,source_clip_id,rms,split
374,data/interim/drone/saraalemadi/mixed_46-bebop.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_46-bebop,,train
375,data/interim/drone/saraalemadi/mixed_46-bebop.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_46-bebop,,train
376,data/interim/drone/saraalemadi/mixed_46-bebop.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_46-bebop,,train
377,data/interim/drone/saraalemadi/mixed_46-bebop.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_46-bebop,,train
378,data/interim/drone/saraalemadi/mixed_46-bebop.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_46-bebop,,train
379,data/interim/drone/saraalemadi/mixed_46-bebop.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_46-bebop,,train
380,data/interim/drone/saraalemadi/mixed_46-bebop.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_46-bebop,,train
381,data/interim/drone/saraalemadi/mixed_46-bebop.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_46-bebop,,train
382,data/interim/drone/saraalemadi/mixed_46-bebop.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_46-bebop,,train
383,data/interim/drone/saraalemadi/mixed_49-bebop.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_49-bebop,,train
384,data/interim/drone/saraalemadi/mixed_49-bebop.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_49-bebop,,train
385,data/interim/drone/saraalemadi/mixed_49-bebop.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_49-bebop,,train
386,data/interim/drone/saraalemadi/mixed_49-bebop.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_49-bebop,,train
387,data/interim/drone/saraalemadi/mixed_49-bebop.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_49-bebop,,train
388,data/interim/drone/saraalemadi/mixed_49-bebop.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_49-bebop,,train
389,data/interim/drone/saraalemadi/mixed_49-bebop.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_49-bebop,,train
390,data/interim/drone/saraalemadi/mixed_49-bebop.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_49-bebop,,train
391,data/interim/drone/saraalemadi/mixed_49-bebop.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_49-bebop,,train
392,data/interim/drone/saraalemadi/mixed_49-bebop.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_49-bebop,,train
393,data/interim/drone/saraalemadi/mixed_5-bebop.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_5-bebop,,test
394,data/interim/drone/saraalemadi/mixed_5-bebop.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_5-bebop,,test
395,data/interim/drone/saraalemadi/mixed_5-bebop.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_5-bebop,,test
396,data/interim/drone/saraalemadi/mixed_5-bebop.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_5-bebop,,test
397,data/interim/drone/saraalemadi/mixed_5-bebop.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_5-bebop,,test
398,data/interim/drone/saraalemadi/mixed_5-bebop.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_5-bebop,,test
399,data/interim/drone/saraalemadi/mixed_5-bebop.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_5-bebop,,test
400,data/interim/drone/saraalemadi/mixed_5-bebop.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_5-bebop,,test
401,data/interim/drone/saraalemadi/mixed_5-bebop.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_5-bebop,,test
402,data/interim/drone/saraalemadi/mixed_5-bebop.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_5-bebop,,test
403,data/interim/drone/saraalemadi/mixed_55-bebop.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_55-bebop,,train
404,data/interim/drone/saraalemadi/mixed_55-bebop.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_55-bebop,,train
405,data/interim/drone/saraalemadi/mixed_55-bebop.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_55-bebop,,train
406,data/interim/drone/saraalemadi/mixed_55-bebop.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_55-bebop,,train
407,data/interim/drone/saraalemadi/mixed_55-bebop.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_55-bebop,,train
408,data/interim/drone/saraalemadi/mixed_55-bebop.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_55-bebop,,train
409,data/interim/drone/saraalemadi/mixed_55-bebop.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_55-bebop,,train
410,data/interim/drone/saraalemadi/mixed_55-bebop.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_55-bebop,,train
411,data/interim/drone/saraalemadi/mixed_55-bebop.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_55-bebop,,train
412,data/interim/drone/saraalemadi/mixed_55-bebop.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_55-bebop,,train
413,data/interim/drone/saraalemadi/mixed_66-bebop.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_66-bebop,,val
414,data/interim/drone/saraalemadi/mixed_66-bebop.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_66-bebop,,val
415,data/interim/drone/saraalemadi/mixed_66-bebop.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_66-bebop,,val
416,data/interim/drone/saraalemadi/mixed_66-bebop.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_66-bebop,,val
417,data/interim/drone/saraalemadi/mixed_66-bebop.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_66-bebop,,val
418,data/interim/drone/saraalemadi/mixed_66-bebop.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_66-bebop,,val
419,data/interim/drone/saraalemadi/mixed_66-bebop.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_66-bebop,,val
420,data/interim/drone/saraalemadi/mixed_66-bebop.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_66-bebop,,val
421,data/interim/drone/saraalemadi/mixed_66-bebop.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_66-bebop,,val
422,data/interim/drone/saraalemadi/mixed_66-bebop.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_66-bebop,,val
423,data/interim/drone/saraalemadi/mixed_9-bebop.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_9-bebop,,test
424,data/interim/drone/saraalemadi/mixed_9-bebop.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_9-bebop,,test
425,data/interim/drone/saraalemadi/mixed_9-bebop.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_9-bebop,,test
426,data/interim/drone/saraalemadi/mixed_9-bebop.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_9-bebop,,test
427,data/interim/drone/saraalemadi/mixed_9-bebop.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_9-bebop,,test
428,data/interim/drone/saraalemadi/mixed_9-bebop.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_9-bebop,,test
429,data/interim/drone/saraalemadi/mixed_9-bebop.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_9-bebop,,test
430,data/interim/drone/saraalemadi/mixed_9-bebop.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_9-bebop,,test
431,data/interim/drone/saraalemadi/mixed_9-bebop.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_9-bebop,,test
432,data/interim/drone/saraalemadi/mixed_9-bebop.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_9-bebop,,test
433,data/interim/drone/saraalemadi/mixed_membo_10-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_10-membo,,train
434,data/interim/drone/saraalemadi/mixed_membo_10-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_10-membo,,train
435,data/interim/drone/saraalemadi/mixed_membo_10-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_10-membo,,train
436,data/interim/drone/saraalemadi/mixed_membo_10-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_10-membo,,train
437,data/interim/drone/saraalemadi/mixed_membo_10-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_10-membo,,train
438,data/interim/drone/saraalemadi/mixed_membo_10-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_10-membo,,train
439,data/interim/drone/saraalemadi/mixed_membo_10-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_10-membo,,train
440,data/interim/drone/saraalemadi/mixed_membo_10-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_10-membo,,train
441,data/interim/drone/saraalemadi/mixed_membo_10-membo.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_10-membo,,train
442,data/interim/drone/saraalemadi/mixed_membo_10-membo.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_10-membo,,train
443,data/interim/drone/saraalemadi/mixed_membo_11-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_11-membo,,train
444,data/interim/drone/saraalemadi/mixed_membo_11-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_11-membo,,train
445,data/interim/drone/saraalemadi/mixed_membo_11-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_11-membo,,train
446,data/interim/drone/saraalemadi/mixed_membo_11-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_11-membo,,train
447,data/interim/drone/saraalemadi/mixed_membo_11-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_11-membo,,train
448,data/interim/drone/saraalemadi/mixed_membo_11-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_11-membo,,train
449,data/interim/drone/saraalemadi/mixed_membo_11-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_11-membo,,train
450,data/interim/drone/saraalemadi/mixed_membo_11-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_11-membo,,train
451,data/interim/drone/saraalemadi/mixed_membo_11-membo.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_11-membo,,train
452,data/interim/drone/saraalemadi/mixed_membo_11-membo.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_11-membo,,train
453,data/interim/drone/saraalemadi/mixed_membo_15-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_15-membo,,test
454,data/interim/drone/saraalemadi/mixed_membo_15-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_15-membo,,test
455,data/interim/drone/saraalemadi/mixed_membo_15-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_15-membo,,test
456,data/interim/drone/saraalemadi/mixed_membo_15-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_15-membo,,test
457,data/interim/drone/saraalemadi/mixed_membo_15-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_15-membo,,test
458,data/interim/drone/saraalemadi/mixed_membo_15-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_15-membo,,test
459,data/interim/drone/saraalemadi/mixed_membo_15-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_15-membo,,test
460,data/interim/drone/saraalemadi/mixed_membo_15-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_15-membo,,test
461,data/interim/drone/saraalemadi/mixed_membo_15-membo.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_15-membo,,test
462,data/interim/drone/saraalemadi/mixed_membo_15-membo.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_15-membo,,test
463,data/interim/drone/saraalemadi/mixed_membo_17-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_17-membo,,train
464,data/interim/drone/saraalemadi/mixed_membo_17-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_17-membo,,train
465,data/interim/drone/saraalemadi/mixed_membo_17-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_17-membo,,train
466,data/interim/drone/saraalemadi/mixed_membo_17-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_17-membo,,train
467,data/interim/drone/saraalemadi/mixed_membo_17-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_17-membo,,train
468,data/interim/drone/saraalemadi/mixed_membo_17-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_17-membo,,train
469,data/interim/drone/saraalemadi/mixed_membo_17-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_17-membo,,train
470,data/interim/drone/saraalemadi/mixed_membo_17-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_17-membo,,train
471,data/interim/drone/saraalemadi/mixed_membo_17-membo.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_17-membo,,train
472,data/interim/drone/saraalemadi/mixed_membo_17-membo.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_17-membo,,train
473,data/interim/drone/saraalemadi/mixed_membo_27-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_27-membo,,val
474,data/interim/drone/saraalemadi/mixed_membo_27-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_27-membo,,val
475,data/interim/drone/saraalemadi/mixed_membo_27-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_27-membo,,val
476,data/interim/drone/saraalemadi/mixed_membo_27-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_27-membo,,val
477,data/interim/drone/saraalemadi/mixed_membo_27-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_27-membo,,val
478,data/interim/drone/saraalemadi/mixed_membo_27-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_27-membo,,val
479,data/interim/drone/saraalemadi/mixed_membo_27-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_27-membo,,val
480,data/interim/drone/saraalemadi/mixed_membo_27-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_27-membo,,val
481,data/interim/drone/saraalemadi/mixed_membo_27-membo.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_27-membo,,val
482,data/interim/drone/saraalemadi/mixed_membo_27-membo.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_27-membo,,val
483,data/interim/drone/saraalemadi/mixed_membo_31-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_31-membo,,val
484,data/interim/drone/saraalemadi/mixed_membo_31-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_31-membo,,val
485,data/interim/drone/saraalemadi/mixed_membo_31-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_31-membo,,val
486,data/interim/drone/saraalemadi/mixed_membo_31-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_31-membo,,val
487,data/interim/drone/saraalemadi/mixed_membo_31-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_31-membo,,val
488,data/interim/drone/saraalemadi/mixed_membo_31-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_31-membo,,val
489,data/interim/drone/saraalemadi/mixed_membo_31-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_31-membo,,val
490,data/interim/drone/saraalemadi/mixed_membo_31-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_31-membo,,val
491,data/interim/drone/saraalemadi/mixed_membo_31-membo.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_31-membo,,val
492,data/interim/drone/saraalemadi/mixed_membo_31-membo.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_31-membo,,val
493,data/interim/drone/saraalemadi/mixed_membo_33-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_33-membo,,train
494,data/interim/drone/saraalemadi/mixed_membo_33-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_33-membo,,train
495,data/interim/drone/saraalemadi/mixed_membo_33-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_33-membo,,train
496,data/interim/drone/saraalemadi/mixed_membo_33-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_33-membo,,train
497,data/interim/drone/saraalemadi/mixed_membo_33-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_33-membo,,train
498,data/interim/drone/saraalemadi/mixed_membo_33-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_33-membo,,train
499,data/interim/drone/saraalemadi/mixed_membo_33-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_33-membo,,train
500,data/interim/drone/saraalemadi/mixed_membo_33-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_33-membo,,train
501,data/interim/drone/saraalemadi/mixed_membo_33-membo.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_33-membo,,train
502,data/interim/drone/saraalemadi/mixed_membo_33-membo.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_33-membo,,train
503,data/interim/drone/saraalemadi/mixed_membo_40-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_40-membo,,train
504,data/interim/drone/saraalemadi/mixed_membo_40-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_40-membo,,train
505,data/interim/drone/saraalemadi/mixed_membo_40-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_40-membo,,train
506,data/interim/drone/saraalemadi/mixed_membo_40-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_40-membo,,train
507,data/interim/drone/saraalemadi/mixed_membo_40-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_40-membo,,train
508,data/interim/drone/saraalemadi/mixed_membo_40-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_40-membo,,train
509,data/interim/drone/saraalemadi/mixed_membo_40-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_40-membo,,train
510,data/interim/drone/saraalemadi/mixed_membo_40-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_40-membo,,train
511,data/interim/drone/saraalemadi/mixed_membo_40-membo.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_40-membo,,train
512,data/interim/drone/saraalemadi/mixed_membo_40-membo.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_40-membo,,train
513,data/interim/drone/saraalemadi/mixed_membo_44-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_44-membo,,train
514,data/interim/drone/saraalemadi/mixed_membo_44-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_44-membo,,train
515,data/interim/drone/saraalemadi/mixed_membo_44-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_44-membo,,train
516,data/interim/drone/saraalemadi/mixed_membo_44-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_44-membo,,train
517,data/interim/drone/saraalemadi/mixed_membo_44-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_44-membo,,train
518,data/interim/drone/saraalemadi/mixed_membo_44-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_44-membo,,train
519,data/interim/drone/saraalemadi/mixed_membo_44-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_44-membo,,train
520,data/interim/drone/saraalemadi/mixed_membo_44-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_44-membo,,train
521,data/interim/drone/saraalemadi/mixed_membo_44-membo.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_44-membo,,train
522,data/interim/drone/saraalemadi/mixed_membo_44-membo.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_44-membo,,train
523,data/interim/drone/saraalemadi/mixed_membo_46-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_46-membo,,train
524,data/interim/drone/saraalemadi/mixed_membo_46-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_46-membo,,train
525,data/interim/drone/saraalemadi/mixed_membo_46-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_46-membo,,train
526,data/interim/drone/saraalemadi/mixed_membo_46-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_46-membo,,train
527,data/interim/drone/saraalemadi/mixed_membo_46-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_46-membo,,train
528,data/interim/drone/saraalemadi/mixed_membo_46-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_46-membo,,train
529,data/interim/drone/saraalemadi/mixed_membo_46-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_46-membo,,train
530,data/interim/drone/saraalemadi/mixed_membo_46-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_46-membo,,train
531,data/interim/drone/saraalemadi/mixed_membo_46-membo.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_46-membo,,train
532,data/interim/drone/saraalemadi/mixed_membo_46-membo.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_46-membo,,train
533,data/interim/drone/saraalemadi/mixed_membo_47-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_47-membo,,train
534,data/interim/drone/saraalemadi/mixed_membo_47-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_47-membo,,train
535,data/interim/drone/saraalemadi/mixed_membo_47-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_47-membo,,train
536,data/interim/drone/saraalemadi/mixed_membo_47-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_47-membo,,train
537,data/interim/drone/saraalemadi/mixed_membo_47-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_47-membo,,train
538,data/interim/drone/saraalemadi/mixed_membo_47-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_47-membo,,train
539,data/interim/drone/saraalemadi/mixed_membo_47-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_47-membo,,train
540,data/interim/drone/saraalemadi/mixed_membo_47-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_47-membo,,train
541,data/interim/drone/saraalemadi/mixed_membo_47-membo.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_47-membo,,train
542,data/interim/drone/saraalemadi/mixed_membo_47-membo.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_47-membo,,train
543,data/interim/drone/saraalemadi/mixed_membo_55-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_55-membo,,train
544,data/interim/drone/saraalemadi/mixed_membo_55-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_55-membo,,train
545,data/interim/drone/saraalemadi/mixed_membo_55-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_55-membo,,train
546,data/interim/drone/saraalemadi/mixed_membo_55-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_55-membo,,train
547,data/interim/drone/saraalemadi/mixed_membo_55-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_55-membo,,train
548,data/interim/drone/saraalemadi/mixed_membo_55-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_55-membo,,train
549,data/interim/drone/saraalemadi/mixed_membo_55-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_55-membo,,train
550,data/interim/drone/saraalemadi/mixed_membo_55-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_55-membo,,train
551,data/interim/drone/saraalemadi/mixed_membo_55-membo.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_55-membo,,train
552,data/interim/drone/saraalemadi/mixed_membo_55-membo.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_55-membo,,train
553,data/interim/drone/saraalemadi/mixed_membo_8-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_8-membo,,train
554,data/interim/drone/saraalemadi/mixed_membo_8-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_8-membo,,train
555,data/interim/drone/saraalemadi/mixed_membo_8-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_8-membo,,train
556,data/interim/drone/saraalemadi/mixed_membo_8-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_8-membo,,train
557,data/interim/drone/saraalemadi/mixed_membo_8-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_8-membo,,train
558,data/interim/drone/saraalemadi/mixed_membo_8-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_8-membo,,train
559,data/interim/drone/saraalemadi/mixed_membo_8-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_8-membo,,train
560,data/interim/drone/saraalemadi/mixed_membo_8-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_8-membo,,train
561,data/interim/drone/saraalemadi/mixed_membo_8-membo.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_8-membo,,train
562,data/interim/drone/saraalemadi/mixed_membo_8-membo.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_membo_8-membo,,train
